Month,Years,Forward_Rate,MC_Mean,MC_Std,MC_P05,MC_P25,MC_P50,MC_P75,MC_P95
43,3.5833333333333335,3.2429410623349315,3.2603331807446243,1.3348641933506549,1.0515394313389017,2.3202466103022257,3.275071398211546,4.154281140203637,5.484880867103415
44,3.6666666666666665,3.242941062334935,3.2622284799057057,1.3514764453327088,1.0181620774165347,2.298346057790765,3.2896869079663342,4.173693903740511,5.514377564416045
45,3.75,3.242941062334935,3.2658211762206437,1.3684693105185317,0.9737940975055436,2.3022640190633523,3.276387645066804,4.18604239265897,5.54481787341526
46,3.8333333333333335,3.2844587903224567,3.2929200737360476,1.381383215468173,1.0168462796019706,2.32684040477877,3.3031135494803907,4.2271936981995495,5.598427964969952
47,3.9166666666666665,3.325976518309974,3.337333516245833,1.397973473881817,1.0351373892017763,2.3669300142294065,3.337746867073438,4.283290047862991,5.664323004941545
48,4.0,3.367494246297499,3.386753030664803,1.4110165967429449,1.0481599166619118,2.4010642782735174,3.397553704815653,4.338611618471763,5.7354604071921695
49,4.083333333333333,3.4090119742850478,3.428143901000698,1.427681484742186,1.0548189305599087,2.429686230471275,3.442832398921547,4.37663481546948,5.802941179130938
50,4.166666666666667,3.450529702272566,3.469001291592513,1.444315513399208,1.0897737881611347,2.4730975468430434,3.4861640628609067,4.430953767019349,5.921693973122184
51,4.25,3.450529702272566,3.4889038274888735,1.4670096862279236,1.0226902892587182,2.4796093876115575,3.506629182088234,4.464324769691131,5.9309853145958025
52,4.333333333333333,3.450529702272573,3.490216698256939,1.4820124788101805,1.0247114284599421,2.4615847637998254,3.505153319171676,4.462669420361815,5.937345160286184
53,4.416666666666667,3.4505297022725925,3.492316317509246,1.4960308624404703,1.0015416712375276,2.4687866680625956,3.513489586549254,4.482205809929371,5.966374353262053
54,4.5,3.4505297022726187,3.4954897096967157,1.5051839770359898,0.9508796064987856,2.483444407967552,3.486194459122565,4.5066533723121545,6.01341475951053
55,4.583333333333333,3.4505297022726262,3.4955612502976865,1.516550493424695,0.9283803242183861,2.485295102360763,3.4829087637651046,4.532754518781315,6.022978406871362
56,4.666666666666667,3.4505297022726187,3.4998661673946754,1.5284427443577515,0.9195981909154546,2.4518662225634933,3.48170306526064,4.538461225593025,6.042194292328999
57,4.75,3.4505297022726187,3.506122269690744,1.5480371563013935,0.910434612416515,2.4329708294253938,3.500878572969081,4.553778661404803,6.092908318595099
58,4.833333333333333,3.566382407950962,3.571336851888582,1.5575239529559237,0.9875454368567987,2.505839419624875,3.550729373648985,4.634676505764704,6.214998252854445
59,4.916666666666667,3.682235113629288,3.6869077500218577,1.5713735256350825,1.1265159345994626,2.6187040210198123,3.658541820402292,4.771389560102674,6.316858702266099
60,5.0,3.7980878193076237,3.8062228399275053,1.583528237401322,1.2156517353418015,2.7132303474743007,3.7942164034761765,4.87705906589442,6.496772190979332
61,5.083333333333333,3.9139405249859935,3.9242588133898644,1.6007279469632283,1.2872513088486568,2.825507238050875,3.91183424453288,4.993138271041686,6.5961703651080565
62,5.166666666666667,4.029793230664347,4.03757241973519,1.6195037307057791,1.3189709865474335,2.9174558474745282,4.023068790451035,5.099775535684745,6.744461979969296
63,5.25,4.02979323066432,4.098820396732878,1.631205135204632,1.3678197984552913,2.986248252049445,4.090889216202408,5.1863938709315764,6.805871710523424
64,5.333333333333333,4.029793230664329,4.0924633238252035,1.6444078233425825,1.3525273675382272,2.937396467224915,4.1065434456665635,5.175923067825156,6.813906790269188
65,5.416666666666667,4.02979323066432,4.092823731587973,1.6616502888830529,1.3407354706482377,2.929363681427715,4.099272897538383,5.193185127764958,6.869216216557625
66,5.5,4.029793230664294,4.102791970334826,1.674136725619334,1.3212348760303279,2.9117836209207533,4.111513059411089,5.224275300922344,6.8757142281769354
67,5.583333333333333,4.0297932306643025,4.106843439602019,1.6866472141615911,1.328587892012149,2.916203766953201,4.126042621047684,5.236936717753271,6.8756639464059885
68,5.666666666666667,4.02979323066432,4.111732709635022,1.700872118460977,1.2962262931116466,2.908146680416452,4.122134050097779,5.253237879875387,6.907462299249616
69,5.75,4.02979323066432,4.108030471700495,1.7112350308960862,1.3027944917131635,2.897864436409025,4.136399462662537,5.254254923350155,6.957141624620611
70,5.833333333333333,4.029793230664329,4.107260408929931,1.720677009127159,1.303258096485038,2.9009782898553653,4.0876756813196735,5.263545893146439,6.964069335307224
71,5.916666666666667,4.029793230664374,4.1120888113618586,1.7363347359412382,1.2672148584949698,2.882213678072799,4.09366684413334,5.274329565976886,6.980403714929698
72,6.0,4.029793230664348,4.1182633899698295,1.7512998289328663,1.2507243663427257,2.890476919653768,4.127703918136209,5.296535761790737,7.0167601473331125
73,6.083333333333333,4.029793230664356,4.123519069371232,1.764886106990583,1.2145803197977594,2.9051284593620936,4.127227495866562,5.310485995317057,7.048924289524661
74,6.166666666666667,4.02979323066432,4.132675716093715,1.7765482801345298,1.1879942987770977,2.885845888612845,4.108808465050072,5.324265857708175,7.1296613663101995
75,6.25,4.029793230664374,4.138000795119095,1.7873240613663557,1.2166251325560484,2.8850930962239687,4.1234860454468825,5.330776018336584,7.146981483264437
76,6.333333333333333,4.029793230664302,4.142411500346993,1.8025006264532624,1.18673264485955,2.8707031289614755,4.139761917111059,5.34780352629154,7.124434397298433
77,6.416666666666667,4.029793230664347,4.154325831060417,1.8077949854723365,1.1480466118753203,2.8893532542977085,4.14772876613463,5.366405096553381,7.161429469465702
78,6.5,4.029793230664347,4.15892888213389,1.8220871278595712,1.1567086292885038,2.874275729939793,4.150442922828339,5.385607407624481,7.203727351872318
79,6.583333333333333,4.029793230664356,4.16501752160079,1.8340581666595301,1.1557359775973481,2.8589592076658863,4.166395722253964,5.380932468971467,7.252740938422879
80,6.666666666666667,4.02979323066432,4.1686054872768095,1.8441336065912424,1.1199528557577598,2.8733915579786626,4.176701237398314,5.412344214223017,7.287547519295526
81,6.75,4.029793230664347,4.168134136477933,1.8590665693557222,1.1045198033155308,2.850590296465433,4.176002818821553,5.41392954079282,7.310734572342081
82,6.833333333333333,4.134704882994242,4.217460151273684,1.8701675550880252,1.1229892562947774,2.9189582441950015,4.216478587973178,5.467566326382261,7.335070622965905
