Period,Model,Mean_WAL,Std_WAL,P05_WAL,P25_WAL,P50_WAL,P75_WAL,P95_WAL,Tail_Risk,Avg_Beta
March 2022,Regime (α=2.0),19.750488116177348,0.012274789972763376,19.727965926924604,19.74272334725309,19.752168009156208,19.75965959900482,19.76777672384398,0.02252218925274363,0.3020366075707027
September 2025,Regime (α=2.0),19.786990807711526,0.017022353997606852,19.75796053296712,19.775525312931432,19.787459654634795,19.798907993304358,19.81454173089932,0.029030274744403783,0.3018133153141252
