Month,Years,Forward_Rate
192,16.0,5.303162893927876
193,16.083333333333332,5.303162893927876
194,16.166666666666668,5.303162893927828
195,16.25,5.303162893927801
196,16.333333333333332,5.303162893927819
197,16.416666666666668,5.303162893927828
198,16.5,5.303162893927801
199,16.583333333333332,5.3031628939278725
200,16.666666666666668,5.303162893927881
201,16.75,5.303162893927881
202,16.833333333333332,5.303162893927874
203,16.916666666666668,5.303162893927908
204,17.0,5.303162893927856
205,17.083333333333332,5.303162893927874
206,17.166666666666668,5.303162893927856
207,17.25,5.303162893927802
208,17.333333333333332,5.303162893927793
209,17.416666666666668,5.303162893927828
210,17.5,5.303162893927802
211,17.583333333333332,5.303162893927847
212,17.666666666666668,5.303162893927856
213,17.75,5.303162893927908
214,17.833333333333332,5.3031628939278725
215,17.916666666666668,5.303162893927881
216,18.0,5.303162893927881
217,18.083333333333332,5.3031628939278725
218,18.166666666666668,5.303162893927801
219,18.25,5.303162893927854
220,18.333333333333332,5.303162893927847
221,18.416666666666668,5.303162893927828
222,18.5,5.303162893927854
223,18.583333333333332,5.3031628939279
224,18.666666666666668,5.303162893927854
225,18.75,5.303162893927828
226,18.833333333333332,5.3031628939278725
227,18.916666666666668,5.303162893927881
228,19.0,5.303162893927828
229,19.083333333333332,5.303162893927847
230,19.166666666666668,5.303162893927881
231,19.25,5.303162893927828
232,19.333333333333332,5.303162893927847
233,19.416666666666668,5.303162893927881
234,19.5,5.303162893927856
235,19.583333333333332,5.303162893927847
236,19.666666666666668,5.303162893927828
237,19.75,5.303162893927775
238,19.833333333333332,5.066640634545736
239,19.916666666666668,4.830118375163696
240,20.0,4.593596115781638
241,20.083333333333332,4.357073856399572
242,20.166666666666668,4.120551597017559
243,20.25,4.120551597017585
244,20.333333333333332,4.120551597017593
245,20.416666666666668,4.120551597017612
246,20.5,4.120551597017639
247,20.583333333333332,4.120551597017648
248,20.666666666666668,4.120551597017585
249,20.75,4.120551597017559
250,20.833333333333332,4.120551597017568
251,20.916666666666668,4.120551597017559
252,21.0,4.120551597017559
253,21.083333333333332,4.120551597017568
254,21.166666666666668,4.120551597017532
255,21.25,4.120551597017559
256,21.333333333333332,4.12055159701754
257,21.416666666666668,4.120551597017585
258,21.5,4.1205515970175055
259,21.583333333333332,4.120551597017594
260,21.666666666666668,4.120551597017586
261,21.75,4.120551597017586
262,21.833333333333332,4.120551597017541
263,21.916666666666668,4.120551597017586
264,22.0,4.120551597017612
265,22.083333333333332,4.120551597017568
266,22.166666666666668,4.120551597017586
267,22.25,4.120551597017586
268,22.333333333333332,4.120551597017648
269,22.416666666666668,4.120551597017559
270,22.5,4.120551597017585
271,22.583333333333332,4.120551597017593
272,22.666666666666668,4.120551597017585
273,22.75,4.120551597017559
274,22.833333333333332,4.120551597017568
275,22.916666666666668,4.1205515970175055
276,23.0,4.1205515970175055
277,23.083333333333332,4.120551597017541
278,23.166666666666668,4.120551597017533
279,23.25,4.120551597017533
280,23.333333333333332,4.120551597017622
281,23.416666666666668,4.120551597017587
282,23.5,4.120551597017533
283,23.583333333333332,4.120551597017542
284,23.666666666666668,4.12055159701756
285,23.75,4.120551597017506
286,23.833333333333332,4.120551597017542
287,23.916666666666668,4.12055159701756
288,24.0,4.12055159701756
289,24.083333333333332,4.120551597017514
290,24.166666666666668,4.12055159701756
291,24.25,4.12055159701756
292,24.333333333333332,4.120551597017542
293,24.416666666666668,4.12055159701756
294,24.5,4.120551597017613
295,24.583333333333332,4.120551597017568
296,24.666666666666668,4.120551597017613
297,24.75,4.120551597017587
298,24.833333333333332,4.121194436048594
299,24.916666666666668,4.121837275079638
300,25.0,4.122480114110718
301,25.083333333333332,4.123122953141698
302,25.166666666666668,4.123765792172743
303,25.25,4.123765792172743
304,25.333333333333332,4.123765792172672
305,25.416666666666668,4.123765792172664
306,25.5,4.123765792172664
307,25.583333333333332,4.123765792172725
308,25.666666666666668,4.123765792172717
309,25.75,4.123765792172771
310,25.833333333333332,4.123765792172725
311,25.916666666666668,4.123765792172717
312,26.0,4.123765792172717
313,26.083333333333332,4.123765792172725
314,26.166666666666668,4.123765792172744
315,26.25,4.123765792172717
316,26.333333333333332,4.123765792172753
317,26.416666666666668,4.12376579217269
318,26.5,4.12376579217269
319,26.583333333333332,4.123765792172699
320,26.666666666666668,4.123765792172716
321,26.75,4.12376579217269
322,26.833333333333332,4.123765792172699
323,26.916666666666668,4.123765792172716
324,27.0,4.123765792172716
325,27.083333333333332,4.123765792172724
326,27.166666666666668,4.123765792172743
327,27.25,4.123765792172743
328,27.333333333333332,4.123765792172724
329,27.416666666666668,4.12376579217269
330,27.5,4.123765792172664
331,27.583333333333332,4.123765792172725
332,27.666666666666668,4.123765792172717
333,27.75,4.123765792172717
334,27.833333333333332,4.123765792172699
335,27.916666666666668,4.123765792172771
336,28.0,4.123765792172744
337,28.083333333333332,4.123765792172725
338,28.166666666666668,4.123765792172744
339,28.25,4.123765792172744
340,28.333333333333332,4.123765792172725
341,28.416666666666668,4.12376579217269
342,28.5,4.123765792172716
343,28.583333333333332,4.123765792172753
344,28.666666666666668,4.123765792172771
345,28.75,4.123765792172717
346,28.833333333333332,4.123765792172725
347,28.916666666666668,4.123765792172691
348,29.0,4.123765792172691
349,29.083333333333332,4.123765792172672
350,29.166666666666668,4.123765792172744
351,29.25,4.123765792172717
352,29.333333333333332,4.123765792172753
353,29.416666666666668,4.12376579217269
354,29.5,4.123765792172664
355,29.583333333333332,4.123765792172699
356,29.666666666666668,4.12376579217269
357,29.75,4.12376579217269
358,29.833333333333332,4.123765792172699
359,29.916666666666668,4.123765792172724
360,30.0,4.1237657921726445
