Alpha,Mar22_Mean_WAL,Mar22_P05_WAL,Mar22_Mean_P05_Gap,Sep25_Mean_WAL,Sep25_P05_WAL,Sep25_Mean_P05_Gap,P05_Period_Gap,Mean_Period_Gap,Mar22_Beta_Avg,Sep25_Beta_Avg,P05_Abs_Gap
0.5,5.553439205190468,4.329730090781543,1.2237091144089254,4.3902909478589836,3.698211588329997,0.6920793595289867,-0.631518502451546,-1.1631482573314846,0.180696833472386,0.15153456555461403,0.631518502451546
1.0,5.1921512644467676,3.809561975189772,1.3825892892569955,4.238758111504697,3.475647211776723,0.7631108997279736,-0.3339147634130488,-0.9533931529420707,0.2001926897845209,0.16364951420439852,0.3339147634130488
1.5,4.879739908195941,3.4108987508416058,1.4688411573543356,4.109221454574758,3.2934225093554055,0.8157989452193526,-0.11747624148620028,-0.7705184536211833,0.21889465727372923,0.17515188267095605,0.11747624148620028
2.0,4.606629202668024,3.085695508327746,1.5209336943402776,3.996879919672414,3.147181734558616,0.8496981851137981,0.06148622623086997,-0.6097492829956095,0.23687802971296795,0.18610812022179257,0.06148622623086997
2.5,4.3656676477362595,2.8215822592590047,1.5440853884772547,3.8982895965908892,3.020784932328402,0.8775046642624873,0.1992026730693972,-0.46737805114537023,0.2542070148033106,0.19657370878815839,0.1992026730693972
